"x";"y";"z";"E";"n"
-4;-22;30;1;2
-4;-22;33;1;2
-4;-22;34;1;1
-4;-22;35;0;0
-4;-22;36;1;3
-4;-23;37;1;1
-4;-23;38;1;1
-4;-20;15;1;5
-4;-21;23;0;0
-5;-21;29;0;0
-5;-22;35;0;0
-5;-22;36;0;0
-5;-22;37;0;0
-5;-20;20;0;0
-5;-20;21;0;0
-5;-20;24;1;1
-5;-20;25;1;3
-5;-20;27;0;0
-5;-20;29;0;0
-5;-20;31;0;0
-5;-21;38;0;0
-5;-21;39;0;0
-5;-18;16;1;9
-5;-19;19;0;0
-5;-19;20;1;2
-6;-19;23;0;0
-6;-19;25;0;0
-6;-19;28;0;0
-6;-19;29;0;0
-6;-19;30;0;0
-6;-19;31;0;0
-6;-20;32;0;0
-6;-20;36;1;17
-6;-20;39;1;3
-6;-18;17;1;3
-6;-18;18;0;0
-6;-18;19;1;2
-6;-18;21;0;0
-6;-18;22;0;0
-6;-18;24;0;0
-6;-18;25;0;0
-6;-18;26;0;0
-6;-19;31;0;0
-6;-19;33;1;2
-6;-19;34;0;0
-6;-19;37;0;0
-6;-17;18;1;1
-7;-17;20;0;0
-7;-18;30;1;2
-7;-18;35;0;0
-7;-18;36;0;0
-7;-18;37;1;2
-7;-18;38;0;0
-7;-18;40;0;0
-7;-16;20;0;0
-7;-16;21;0;0
-7;-16;23;0;0
-7;-16;26;1;1
-7;-16;27;0;0
-7;-16;27;0;0
-7;-17;30;0;0
-8;-17;33;0;0
-8;-17;38;1;2
-8;-17;39;0;0
-8;-15;21;1;1
-8;-15;26;0;0
-8;-16;30;0;0
-8;-16;31;0;0
-8;-16;32;0;0
-8;-16;33;1;1
-8;-16;34;0;0
-8;-16;35;1;2
-8;-16;37;1;4
-8;-16;39;1;5
-8;-16;40;1;6
-8;-16;41;1;3
-8;-14;21;1;6
-8;-14;22;0;0
-8;-14;23;0;0
-8;-15;28;0;0
-8;-15;30;0;0
-9;-15;34;1;8
-9;-15;35;1;3
-9;-15;36;0;0
-9;-15;37;0;0
-9;-15;39;1;1
-9;-15;42;0;0
-9;-13;21;1;1
-9;-14;24;0;0
-9;-14;25;0;0
-9;-14;27;1;5
-9;-14;28;0;0
-9;-14;30;0;0
-9;-14;35;1;2
-10;-15;42;0;0
-9;-12;22;1;1
-9;-13;23;0;0
-9;-13;25;0;0
-9;-13;26;0;0
-10;-13;31;0;0
-10;-13;33;1;6
-10;-13;34;0;0
-10;-13;35;0;0
-10;-13;39;1;7
-10;-14;41;0;0
-10;-12;22;0;0
-10;-12;23;1;6
-10;-12;25;1;2
-10;-12;26;1;1
-10;-12;29;0;0
-10;-12;31;1;1
-10;-12;33;1;1
-10;-12;34;0;0
-10;-12;36;1;4
-11;-12;38;0;0
-11;-12;39;1;2
-11;-13;41;1;1
-11;-13;42;0;0
-11;-11;27;0;0
-11;-11;28;0;0
-11;-11;29;0;0
-11;-11;31;0;0
-11;-11;32;1;2
-11;-11;36;1;1
-11;-11;37;0;0
-11;-12;39;1;3
-11;-12;41;0;0
-11;-12;42;0;0
-11;-10;24;1;2
-11;-10;25;0;0
-11;-10;30;1;3
-11;-10;31;1;3
-11;-10;33;1;3
-12;-10;35;1;2
-12;-11;39;1;7
-12;-11;40;1;1
-12;-9;24;1;1
-12;-9;27;0;0
-12;-9;29;1;1
-12;-9;30;1;6
-12;-9;34;1;5
-12;-9;35;1;2
-12;-9;37;0;0
-12;-10;41;0;0
-13;-10;42;1;2
-12;-8;23;1;7
-12;-8;24;1;5
-12;-8;25;1;1
-12;-8;26;0;0
-12;-8;28;1;1
-12;-8;29;1;4
-13;-8;32;1;1
-13;-8;34;1;2
-13;-8;35;1;2
-13;-8;37;0;0
-13;-9;38;1;1
-13;-9;39;0;0
-13;-9;41;0;0
-13;-7;24;0;0
-13;-7;25;1;5
-13;-7;29;1;8
-13;-7;31;1;3
-13;-7;34;1;4
-13;-7;35;1;3
-13;-7;36;1;2
-13;-7;37;1;5
-14;-8;41;0;0
-14;-8;43;0;0
-13;-6;23;1;1
-13;-6;24;1;1
-13;-6;25;1;2
-13;-6;26;1;25
-13;-6;27;1;54
-13;-6;29;1;15
-14;-6;30;1;18
-14;-6;34;1;5
-14;-6;35;0;0
-14;-6;36;1;10
-14;-7;41;0;0
-14;-7;43;0;0
2;-29;11;1;6
2;-29;13;0;0
2;-29;14;1;5
2;-29;17;0;0
2;-30;19;0;0
2;-30;21;1;2
2;-30;26;0;0
2;-30;27;1;7
2;-30;29;1;5
2;-28;10;0;0
2;-28;12;1;3
2;-28;13;1;4
2;-28;14;1;3
2;-29;18;1;2
2;-29;20;1;1
2;-29;21;1;2
2;-29;22;0;0
2;-29;28;1;5
2;-29;29;1;9
1;-27;9;0;0
1;-27;13;1;4
1;-27;14;0;0
1;-28;16;0;0
1;-28;22;1;1
1;-28;23;1;4
1;-28;24;0;0
1;-28;25;1;8
1;-28;26;0;0
1;-28;28;0;0
1;-29;29;1;2
1;-29;31;0;0
1;-29;32;1;3
1;-26;9;1;20
1;-26;11;1;13
1;-26;12;0;0
1;-27;13;1;1
1;-27;15;0;0
1;-27;20;1;3
1;-27;21;0;0
1;-27;23;0;0
1;-27;25;1;13
1;-28;28;0;0
1;-28;30;1;5
1;-28;32;1;4
0;-26;13;1;1
0;-26;15;1;1
0;-26;16;1;1
0;-26;18;1;16
0;-26;19;1;10
0;-26;21;1;7
0;-27;25;1;2
0;-27;26;1;11
0;-27;27;0;0
0;-27;33;1;6
0;-27;34;1;4
0;-27;35;1;1
0;-25;9;1;5
0;-25;10;1;1
0;-25;11;0;0
0;-25;15;0;0
0;-25;17;1;4
0;-25;18;1;7
0;-25;19;1;9
0;-25;21;1;5
0;-26;26;1;1
0;-26;28;0;0
0;-26;29;1;1
0;-26;30;1;12
0;-26;31;1;1
0;-26;33;1;5
-1;-26;35;1;5
-1;-24;9;1;5
-1;-24;10;0;0
-1;-24;12;0;0
-1;-24;13;0;0
-1;-24;14;1;3
-1;-24;15;1;1
-1;-24;19;0;0
-1;-24;21;0;0
-1;-25;22;0;0
-1;-25;23;1;3
-1;-25;24;0;0
-1;-25;25;1;3
-1;-25;29;1;3
-1;-25;33;1;6
-1;-25;35;1;1
-1;-23;11;0;0
-1;-23;14;0;0
-1;-23;19;0;0
-1;-24;24;0;0
-2;-24;28;1;8
-2;-24;30;1;2
-2;-25;36;1;4
-2;-25;37;1;13
-2;-22;11;1;1
-2;-22;15;1;4
-2;-22;16;0;0
-2;-22;17;0;0
-2;-23;18;0;0
-2;-23;19;1;1
-2;-23;20;1;1
-2;-23;22;1;1
-2;-23;27;1;2
-2;-23;29;1;6
-2;-23;31;0;0
-2;-23;32;0;0
-2;-24;33;1;1
-2;-24;35;0;0
-2;-24;36;1;1
-2;-21;16;1;4
-3;-22;24;0;0
-3;-22;28;0;0
-3;-22;29;1;2
-3;-22;30;1;3
-3;-23;33;0;0
-3;-23;35;0;0
-3;-23;36;1;1
-3;-23;38;0;0
-3;-21;15;1;2
-3;-21;17;1;4
-3;-21;19;1;5
-3;-21;22;0;0
-3;-21;25;0;0
-3;-22;29;0;0
-3;-22;30;0;0
-3;-22;31;0;0
-3;-22;32;0;0
-3;-22;33;0;0
-3;-22;34;1;4
-3;-22;35;0;0
-3;-22;36;1;5
-3;-22;38;0;0
-4;-20;20;0;0
-4;-20;22;1;2
-4;-21;34;0;0
-4;-21;35;1;1
-4;-21;38;0;0
-4;-19;21;0;0
-4;-19;22;0;0
-4;-19;25;1;2
-4;-20;28;0;0
-4;-20;29;1;1
-4;-20;30;1;2
-4;-20;36;0;0
-4;-20;37;1;2
-4;-20;38;1;6
-4;-20;39;0;0
-5;-18;18;1;1
-5;-18;21;0;0
-5;-19;24;1;1
-5;-19;30;1;1
-5;-19;31;0;0
-5;-19;32;0;0
-5;-19;33;1;8
-5;-19;37;1;3
-5;-20;39;1;3
-5;-17;20;0;0
-5;-17;22;0;0
-5;-18;24;1;5
-5;-18;27;0;0
-5;-18;29;1;4
-5;-18;30;0;0
-5;-18;31;0;0
-5;-18;35;1;1
-6;-19;40;0;0
-6;-17;22;0;0
-6;-17;23;0;0
-6;-17;24;0;0
-6;-17;26;0;0
-6;-17;29;0;0
-6;-17;30;0;0
-6;-17;31;1;1
-6;-17;34;1;5
-6;-17;34;1;4
-6;-18;36;0;0
-6;-18;37;1;9
-6;-18;38;1;3
-6;-16;21;0;0
-6;-16;24;0;0
-6;-16;25;0;0
-6;-16;27;1;1
-6;-16;30;0;0
-7;-16;32;1;1
-7;-16;35;1;4
-7;-17;36;0;0
-7;-17;38;1;1
-7;-17;41;1;1
-7;-15;21;0;0
-7;-15;22;0;0
-7;-15;25;1;4
-7;-15;26;0;0
-7;-15;27;0;0
-7;-15;29;0;0
-7;-15;34;1;8
-7;-16;35;1;2
-7;-16;37;1;1
-7;-16;41;1;2
-7;-16;42;1;1
-7;-14;25;0;0
-7;-14;26;1;1
-8;-14;28;1;2
-8;-14;29;0;0
-8;-15;34;1;9
-8;-15;36;0;0
-8;-15;39;1;3
-8;-15;42;0;0
-8;-13;24;1;1
-8;-13;25;0;0
-8;-13;26;1;1
-8;-13;28;0;0
-8;-13;29;0;0
-8;-13;30;1;5
-8;-14;33;0;0
-8;-14;35;0;0
-8;-14;36;0;0
-8;-14;37;1;1
-9;-14;39;1;1
-9;-14;40;0;0
-9;-14;41;0;0
-9;-14;42;0;0
-8;-12;23;0;0
-8;-12;24;0;0
-9;-12;26;1;2
-9;-12;27;1;1
-9;-12;29;1;6
-9;-12;30;1;7
-9;-13;31;1;1
-9;-13;34;0;0
-9;-13;37;1;2
-9;-13;38;1;8
-9;-13;39;1;14
-9;-13;40;0;0
-9;-11;23;0;0
-9;-11;24;0;0
-9;-11;26;0;0
-9;-12;30;1;7
-9;-12;31;0;0
-9;-12;33;0;0
-10;-12;36;0;0
-10;-12;37;1;3
-10;-12;42;0;0
-10;-10;24;0;0
-10;-10;27;0;0
-10;-11;29;1;6
-10;-11;33;0;0
-10;-11;38;1;2
-10;-11;39;1;2
-10;-11;40;0;0
-10;-9;26;0;0
-10;-10;28;0;0
-10;-10;31;0;0
-11;-10;32;1;1
-11;-10;33;0;0
-11;-10;38;1;7
-11;-10;39;1;1
-11;-10;40;1;2
-11;-10;41;0;0
-11;-8;25;0;0
-11;-9;27;0;0
-11;-9;30;0;0
-11;-9;31;0;0
-11;-9;32;0;0
-11;-9;33;1;3
-11;-9;34;1;4
-11;-9;35;1;2
-11;-9;39;0;0
-12;-9;40;0;0
-12;-9;42;1;1
-11;-7;25;1;3
-11;-8;26;1;2
-11;-8;29;1;2
-12;-8;31;0;0
-12;-8;32;1;2
-12;-8;36;0;0
-12;-7;26;1;1
-12;-7;30;0;0
-12;-7;33;1;3
-12;-7;34;1;2
-13;-7;37;1;1
-13;-7;38;1;2
-13;-7;40;0;0
-13;-7;41;0;0
-13;-7;43;0;0
-12;-6;25;1;6
-12;-6;26;1;7
-12;-6;27;1;9
-13;-6;29;1;1
-13;-6;30;1;8
-13;-6;31;1;3
-13;-6;32;1;2
-13;-6;35;0;0
-13;-6;36;1;9
-13;-6;37;1;7
-13;-6;38;1;2
-13;-6;40;0;0
-13;-6;42;0;0
-13;-6;43;0;0
2;-27;12;0;0
2;-27;13;1;8
2;-27;15;0;0
2;-27;18;1;3
2;-27;21;0;0
2;-28;27;0;0
2;-28;28;1;1
2;-28;29;0;0
2;-28;33;1;4
2;-28;34;1;2
2;-26;10;1;7
2;-26;12;0;0
2;-26;14;1;1
2;-26;17;0;0
2;-26;18;1;6
2;-27;20;1;1
2;-27;21;0;0
2;-27;22;1;1
2;-27;23;1;1
2;-27;25;1;7
2;-27;27;0;0
2;-27;28;0;0
2;-27;29;0;0
2;-27;30;1;1
2;-27;31;1;1
2;-27;33;1;14
2;-28;35;1;2
1;-25;9;1;10
1;-25;12;0;0
1;-26;18;1;4
1;-26;25;1;3
1;-26;30;1;11
1;-27;32;0;0
1;-27;33;0;0
1;-27;34;1;3
1;-24;9;1;11
1;-24;12;0;0
1;-24;15;0;0
1;-25;16;1;2
1;-25;20;1;5
1;-25;21;1;1
1;-25;22;0;0
0;-25;27;1;3
0;-25;29;1;2
0;-26;32;1;9
0;-23;8;1;1
0;-23;12;1;6
0;-23;13;0;0
0;-24;16;1;2
0;-24;17;1;4
0;-24;18;0;0
0;-24;20;1;1
0;-24;21;1;2
0;-24;22;1;13
0;-24;23;1;1
0;-24;26;0;0
0;-25;29;0;0
0;-25;30;0;0
0;-25;31;1;3
0;-25;33;1;8
0;-22;12;0;0
0;-23;15;1;1
0;-23;17;0;0
0;-23;19;0;0
-1;-23;20;1;3
-1;-23;21;1;1
-1;-23;23;1;3
-1;-23;24;1;6
-1;-23;25;0;0
-1;-23;26;1;1
-1;-24;27;0;0
-1;-24;28;1;2
-1;-24;29;0;0
-1;-24;30;0;0
-1;-24;34;1;6
-1;-24;35;1;5
-1;-24;36;1;6
-1;-22;15;0;0
-1;-22;17;1;2
-1;-22;18;0;0
-1;-22;19;0;0
-1;-22;20;0;0
-1;-22;21;0;0
-1;-23;25;0;0
-1;-23;28;0;0
-1;-23;30;0;0
-1;-23;31;0;0
-1;-23;33;0;0
-1;-23;34;1;1
-1;-23;35;0;0
-1;-23;37;1;2
-1;-21;16;1;2
-2;-21;17;0;0
-2;-21;18;0;0
-2;-21;19;0;0
-2;-21;22;1;1
-2;-22;24;0;0
-2;-22;27;1;11
-2;-22;32;0;0
-2;-22;33;0;0
-2;-22;34;1;2
-2;-23;38;0;0
-2;-20;15;1;1
-2;-20;18;1;2
-2;-20;20;0;0
-2;-21;22;1;4
-2;-21;23;0;0
-2;-21;27;1;4
-2;-21;28;0;0
-2;-21;29;1;1
-2;-21;30;0;0
-2;-21;35;1;1
-2;-22;36;1;14
-2;-22;38;1;1
-2;-22;39;1;3
-3;-19;17;1;5
-3;-20;20;1;2
-3;-20;22;1;2
-3;-20;24;0;0
-3;-20;26;1;1
-3;-20;27;0;0
-3;-20;29;1;2
-3;-20;32;0;0
-3;-21;36;1;1
-3;-19;22;0;0
-3;-19;31;0;0
-3;-19;32;0;0
-3;-20;36;1;4
-4;-18;20;1;1
-4;-18;22;0;0
-4;-18;24;1;2
-4;-18;25;1;1
-4;-18;29;1;1
-4;-19;31;0;0
-4;-19;32;0;0
-4;-19;33;1;2
-4;-19;34;0;0
-4;-19;35;0;0
-4;-19;36;0;0
-4;-19;37;0;0
-4;-19;38;1;4
-4;-17;21;0;0
-4;-17;22;0;0
-4;-17;23;0;0
-4;-17;25;1;11
-4;-17;30;0;0
-4;-18;31;0;0
-4;-18;32;0;0
-4;-18;33;0;0
-5;-18;35;1;1
-5;-18;38;1;1
-5;-17;31;0;0
-5;-17;32;0;0
-5;-17;33;1;4
-5;-17;34;1;12
-5;-17;35;0;0
-5;-17;36;0;0
-5;-17;40;0;0
-5;-15;22;0;0
-5;-15;24;0;0
-5;-15;25;0;0
-5;-15;27;0;0
-6;-16;32;1;2
-6;-16;37;1;1
-6;-16;41;0;0
-6;-14;25;1;1
-6;-15;27;0;0
-6;-15;30;0;0
-6;-15;35;0;0
-6;-15;36;0;0
-6;-15;37;0;0
-6;-15;38;1;1
-6;-15;39;1;19
-6;-15;41;1;2
-6;-16;42;0;0
-6;-13;23;0;0
-6;-14;25;0;0
-7;-14;28;1;2
-7;-14;29;0;0
-7;-14;30;1;7
-7;-14;32;1;4
-7;-14;33;0;0
-7;-14;34;1;1
-7;-14;36;0;0
-7;-14;37;0;0
-7;-14;38;0;0
-7;-14;40;1;7
-7;-15;42;1;5
-7;-13;24;1;1
-7;-13;25;0;0
-7;-13;26;0;0
-7;-13;28;0;0
-7;-13;30;0;0
-7;-13;31;0;0
-7;-13;33;0;0
-8;-13;37;0;0
-8;-13;39;1;3
-8;-14;41;1;2
-8;-14;42;0;0
-8;-12;24;1;2
-8;-12;25;1;1
-8;-12;28;1;2
-8;-12;29;1;3
-8;-12;30;0;0
-8;-12;32;0;0
-8;-12;36;0;0
-8;-12;37;0;0
-8;-12;38;1;1
-8;-13;40;1;4
-8;-13;42;0;0
-8;-11;25;1;2
-8;-11;26;0;0
-8;-11;27;0;0
-8;-11;28;1;1
-8;-11;29;1;3
-8;-11;32;0;0
-9;-11;35;0;0
-9;-12;39;1;19
-9;-12;40;1;3
-9;-12;42;0;0
-9;-12;43;0;0
-9;-10;24;0;0
-9;-10;26;0;0
-9;-10;29;1;3
-9;-10;35;1;2
-9;-10;37;0;0
-9;-9;28;0;0
-10;-9;30;1;15
-10;-9;31;1;2
-10;-9;32;1;2
-10;-9;35;0;0
-10;-10;37;1;2
-10;-10;38;1;6
-10;-10;39;1;6
-10;-10;41;1;2
-10;-10;43;0;0
-10;-8;24;0;0
-10;-8;25;0;0
-10;-8;27;0;0
-10;-8;28;1;11
-10;-8;29;0;0
-10;-8;32;0;0
-10;-8;33;0;0
-10;-8;34;0;0
-10;-8;36;0;0
-10;-9;37;1;4
-11;-9;38;1;5
-11;-9;39;1;2
-11;-9;42;1;1
-11;-9;43;1;1
-10;-7;25;1;1
-11;-7;27;0;0
-11;-7;29;1;2
-11;-7;32;0;0
-11;-7;33;0;0
-11;-7;34;0;0
-11;-8;38;1;2
-11;-8;39;1;2
-11;-8;41;1;1
-11;-6;24;1;18
-11;-6;25;1;7
-11;-6;26;0;0
-11;-6;27;1;4
-11;-6;29;1;8
-11;-6;33;0;0
-12;-7;39;0;0
-12;-7;42;1;1
-12;-7;43;0;0
-12;-5;26;1;26
-12;-5;33;1;3
-12;-5;34;0;0
-12;-5;36;1;4
-12;-6;38;1;1
-12;-6;39;0;0
-12;-6;40;0;0
-13;-6;42;0;0
2;-25;11;1;25
2;-26;13;0;0
2;-26;14;0;0
2;-26;15;1;6
2;-26;16;1;7
2;-26;17;0;0
2;-26;21;1;2
2;-26;25;1;3
2;-26;26;1;3
2;-27;27;0;0
2;-27;28;1;2
2;-27;30;0;0
2;-27;32;0;0
2;-27;33;1;3
2;-27;34;1;6
2;-27;35;1;1
2;-24;9;1;6
2;-25;14;1;3
2;-25;17;0;0
2;-25;21;1;3
2;-25;23;0;0
2;-26;27;0;0
2;-26;29;1;4
2;-26;36;0;0
1;-23;8;0;0
1;-24;9;1;15
1;-24;10;1;1
1;-24;15;0;0
1;-24;16;1;1
1;-24;17;1;4
1;-24;18;1;7
1;-25;26;1;3
1;-25;29;0;0
1;-25;30;1;3
1;-25;31;0;0
1;-25;33;1;4
1;-25;34;0;0
1;-23;10;1;1
1;-23;12;1;3
1;-23;14;0;0
1;-23;15;0;0
1;-23;17;1;4
1;-23;18;1;1
1;-24;21;0;0
1;-24;22;0;0
1;-24;25;1;1
1;-24;28;1;2
1;-24;29;0;0
1;-24;32;1;10
1;-25;36;0;0
0;-22;12;1;4
0;-22;13;1;1
0;-23;20;1;1
0;-23;21;1;1
0;-23;22;0;0
0;-23;24;1;2
0;-23;25;1;1
0;-23;27;0;0
0;-23;28;1;2
0;-23;29;1;1
0;-23;31;1;1
0;-23;32;0;0
0;-23;33;1;3
0;-24;35;1;1
0;-24;36;1;2
0;-24;38;1;20
0;-21;14;0;0
0;-21;16;1;1
0;-22;18;0;0
0;-22;21;0;0
0;-22;26;1;1
0;-22;29;0;0
0;-23;32;0;0
0;-23;33;0;0
0;-23;34;0;0
0;-23;37;1;4
-1;-21;16;1;2
-1;-21;18;0;0
-1;-21;20;1;1
-1;-21;27;0;0
-1;-21;29;1;1
-1;-22;30;1;2
-1;-22;36;1;3
-1;-20;16;0;0
-1;-20;18;1;3
-1;-20;20;1;2
-1;-20;23;0;0
-1;-20;24;0;0
-1;-20;25;0;0
-1;-20;26;0;0
-1;-20;27;0;0
-1;-20;28;0;0
-1;-21;29;1;2
-1;-21;34;1;3
-1;-21;37;1;8
-1;-21;38;1;5
-2;-19;19;1;2
-2;-19;22;0;0
-2;-19;24;1;2
-2;-20;29;0;0
-2;-20;32;0;0
-2;-20;33;0;0
-2;-20;39;1;5
-2;-18;19;1;3
-2;-18;20;1;1
-2;-18;20;1;1
-2;-19;25;1;1
-2;-19;27;0;0
-2;-19;28;1;2
-2;-19;30;0;0
-2;-19;31;1;2
-3;-19;39;1;4
-3;-17;20;1;3
-3;-17;21;1;1
-3;-17;22;0;0
-3;-17;23;0;0
-3;-18;24;1;1
-3;-18;25;0;0
-3;-18;29;1;4
-3;-18;30;0;0
-3;-18;31;0;0
-3;-18;32;0;0
-3;-18;33;0;0
-3;-18;34;1;3
-3;-18;35;0;0
-3;-18;36;0;0
-3;-18;37;0;0
-3;-18;38;0;0
-3;-19;40;0;0
-3;-17;26;1;2
-4;-17;32;0;0
-4;-17;33;1;8
-4;-17;35;0;0
-4;-17;36;0;0
-4;-18;38;0;0
-4;-18;42;0;0
-4;-16;23;0;0
-4;-16;25;1;1
-4;-16;26;0;0
-4;-16;27;0;0
-4;-16;31;0;0
-4;-16;32;0;0
-4;-16;34;1;1
-4;-16;35;0;0
-4;-17;36;0;0
-4;-17;37;0;0
-4;-17;39;0;0
-4;-17;40;0;0
-4;-17;41;0;0
-4;-17;42;0;0
-4;-15;22;0;0
-4;-15;23;0;0
-4;-15;24;1;4
-5;-15;28;0;0
-5;-15;30;1;1
-5;-15;31;0;0
-5;-15;34;1;9
-5;-16;36;0;0
-5;-16;37;0;0
-5;-16;39;0;0
-5;-16;40;0;0
-5;-16;41;0;0
-5;-16;42;0;0
-5;-14;24;1;6
-5;-14;26;0;0
-5;-14;28;0;0
-5;-14;29;1;1
-5;-14;30;0;0
-5;-14;31;0;0
-5;-15;34;1;1
-5;-15;35;0;0
-5;-15;36;1;1
-5;-15;37;0;0
-5;-15;38;0;0
-6;-13;23;1;4
-6;-13;25;0;0
-6;-13;26;1;1
-6;-13;27;1;1
-6;-13;29;1;3
-6;-13;30;0;0
-6;-14;34;0;0
-6;-14;36;0;0
-6;-14;37;0;0
-6;-14;43;0;0
-6;-12;26;0;0
-6;-12;29;1;3
-6;-13;32;0;0
-6;-13;33;0;0
-6;-13;35;0;0
-7;-13;38;1;1
-7;-13;43;0;0
-7;-11;24;1;2
-7;-11;26;0;0
-7;-11;29;1;3
-7;-12;30;0;0
-7;-12;35;0;0
-7;-12;38;0;0
-7;-12;42;0;0
-7;-12;43;0;0
-7;-10;28;0;0
-7;-11;30;0;0
-8;-11;35;0;0
-8;-11;39;1;3
-8;-9;25;0;0
-8;-9;26;1;1
-8;-10;30;1;3
-8;-10;35;0;0
-8;-10;36;0;0
-8;-10;37;1;1
-9;-10;40;1;2
-9;-10;42;0;0
-8;-8;25;1;2
-8;-9;26;0;0
-8;-9;27;1;1
-9;-9;28;0;0
-9;-9;29;0;0
-9;-9;30;1;8
-9;-9;31;0;0
-9;-9;32;1;1
-9;-9;33;0;0
-9;-9;35;0;0
-9;-9;36;0;0
-9;-9;38;1;1
-9;-9;39;1;5
-9;-9;42;0;0
-9;-8;25;0;0
-9;-8;26;1;11
-9;-8;31;0;0
-9;-8;33;0;0
-10;-8;36;0;0
-10;-8;39;1;4
-10;-7;25;1;2
-10;-7;27;1;1
-10;-7;28;0;0
-10;-7;29;1;1
-10;-7;30;1;3
-10;-7;31;1;3
-10;-7;35;0;0
-10;-7;37;1;1
-10;-6;31;0;0
-10;-6;32;0;0
-11;-6;33;0;0
-11;-6;35;1;1
-11;-6;37;1;1
-11;-5;26;1;16
-11;-5;28;1;20
-11;-5;31;1;2
-11;-5;34;1;9
-11;-5;39;0;0
-12;-5;40;0;0
2;-23;9;1;20
2;-23;10;1;4
2;-23;13;1;5
2;-23;15;0;0
2;-24;17;1;3
2;-24;19;0;0
2;-24;20;0;0
2;-24;21;1;1
2;-25;30;0;0
2;-25;32;1;1
2;-22;12;1;5
2;-23;14;0;0
2;-23;19;0;0
2;-23;20;0;0
2;-23;22;0;0
2;-23;23;0;0
2;-23;24;0;0
2;-23;26;1;7
2;-23;27;1;29
2;-24;28;1;7
2;-24;30;0;0
2;-24;31;0;0
2;-24;34;1;3
1;-22;13;1;1
1;-22;14;0;0
1;-22;15;0;0
1;-22;17;1;3
1;-22;20;0;0
1;-22;21;0;0
1;-22;24;1;2
1;-23;26;0;0
1;-23;28;1;4
1;-23;29;0;0
1;-23;35;1;1
1;-23;36;0;0
1;-23;37;0;0
1;-21;16;0;0
1;-21;18;0;0
1;-21;19;0;0
1;-21;23;0;0
1;-21;24;0;0
1;-22;26;0;0
1;-22;28;0;0
1;-22;29;0;0
1;-22;30;0;0
1;-22;31;0;0
1;-22;35;1;9
1;-22;38;1;5
0;-20;17;1;6
0;-20;19;0;0
0;-20;20;0;0
0;-21;26;0;0
0;-21;28;0;0
0;-21;30;0;0
0;-21;32;0;0
0;-21;33;0;0
0;-21;36;1;1
0;-22;39;0;0
0;-20;21;0;0
0;-20;24;0;0
0;-20;25;0;0
0;-20;27;1;1
0;-20;29;0;0
0;-20;31;0;0
0;-20;32;0;0
0;-20;34;0;0
0;-21;36;1;11
0;-21;39;0;0
-1;-18;18;1;5
-1;-19;20;0;0
-1;-19;22;0;0
-1;-19;24;1;1
-1;-19;26;0;0
-1;-19;27;1;2
-1;-19;32;0;0
-1;-19;33;0;0
-1;-20;39;1;1
-1;-18;21;0;0
-1;-18;22;0;0
-1;-18;23;0;0
-1;-18;24;0;0
-1;-18;25;0;0
-1;-18;28;1;2
-1;-18;29;1;1
-1;-19;33;0;0
-1;-19;35;0;0
-2;-19;36;1;1
-2;-19;39;0;0
-2;-17;22;0;0
-2;-17;25;0;0
-2;-17;26;0;0
-2;-18;33;1;3
-2;-18;34;0;0
-2;-18;35;0;0
-2;-18;42;0;0
-2;-16;23;0;0
-2;-16;24;0;0
-2;-16;28;0;0
-3;-16;29;0;0
-3;-17;36;0;0
-3;-17;38;0;0
-3;-17;40;0;0
-3;-15;22;0;0
-3;-15;23;0;0
-3;-15;24;0;0
-3;-15;25;1;1
-3;-16;28;0;0
-3;-16;29;0;0
-3;-16;30;1;2
-3;-16;31;0;0
-3;-16;32;0;0
-3;-16;33;1;2
-3;-16;36;1;1
-3;-16;39;0;0
-3;-16;40;0;0
-3;-14;23;1;4
-4;-14;24;1;5
-4;-14;25;1;8
-4;-15;27;1;2
-4;-15;28;1;4
-4;-15;30;0;0
-4;-15;32;0;0
-4;-15;33;1;4
-4;-15;34;1;1
-4;-15;35;0;0
-4;-15;39;0;0
-4;-15;40;0;0
-4;-15;41;0;0
-4;-16;43;0;0
-4;-13;23;1;18
-4;-14;25;1;3
-4;-14;31;0;0
-4;-14;32;1;1
-4;-14;34;1;2
-4;-14;36;0;0
-4;-14;37;0;0
-4;-14;38;0;0
-5;-15;42;0;0
-5;-15;43;0;0
-5;-13;24;1;3
-5;-13;25;0;0
-5;-13;27;0;0
-5;-13;28;0;0
-5;-13;29;1;1
-5;-13;31;0;0
-5;-13;32;0;0
-5;-13;33;0;0
-5;-13;35;0;0
-5;-13;36;0;0
-5;-13;37;0;0
-5;-14;40;0;0
-5;-14;43;0;0
-5;-12;24;1;5
-5;-12;26;1;1
-5;-12;27;0;0
-5;-12;29;1;5
-5;-12;30;0;0
-5;-12;33;0;0
-6;-12;35;0;0
-6;-12;37;0;0
-6;-13;39;0;0
-6;-13;40;0;0
-6;-13;42;0;0
-6;-13;43;0;0
-6;-11;25;1;2
-6;-11;29;0;0
-6;-11;30;0;0
-6;-11;31;0;0
-6;-11;32;0;0
-6;-11;34;0;0
-6;-11;35;1;2
-6;-12;37;0;0
-6;-12;38;0;0
-6;-12;39;0;0
-6;-12;41;0;0
-6;-10;26;0;0
-6;-10;27;0;0
-7;-10;29;0;0
-7;-10;31;0;0
-7;-10;33;0;0
-7;-10;34;0;0
-7;-11;37;0;0
-7;-11;39;0;0
-7;-11;41;0;0
-7;-9;30;0;0
