x;y;z;E;n;objname;pgc;al2000;de2000;r
-24;-3;18;1;0;PGC2086351;2086351;12,5784702;36,7560616;700053,02033867
-33;-5;17;1;0;2MASXJ12344282+2738475;3791680;12,5785616;27,6464749;868719,045622825
-21;-3;35;1;0;SDSSJ123443.69+584946.2;3410260;12,5788043;58,8294828;940976,395342578
-10;-1;26;1;1;PGC3140912;3140912;12,5788519;67,3714566;638444,005118345
-28;-4;8;1;1;2MASXJ12344403+1635452;3791691;12,5788909;16,5959327;678674,830214398
-40;-6;12;1;1;2MASXJ12344459+1647132;3791695;12,579053;16,787047;952454,390039008
-33;-5;19;1;1;PGC041862;41862;12,5791736;29,2361247;880157,047751185
-41;-6;14;1;1;SDSSJ123445.93+194159.8;4332719;12,5794282;19,6999487;993649,147412759
-27;-4;34;1;1;PGC2388494;2388494;12,5794833;51,1080602;987919,765046384
-32;-5;17;1;0;2MASXJ12344772+2714348;3791715;12,5799242;27,2430303;845296,401753576
-41;-6;12;1;1;2MASXJ12344779+1638142;3791717;12,5799345;16,637219;975743,852387861
-27;-4;7;1;1;SDSSJ123449.74+153413.4;4105416;12,5804821;15,5704601;643799,312254559
-33;-5;18;1;1;PGC083552;83552;12,5807993;28,2621383;860850,708338336
-29;-4;25;1;0;2MASXJ12345085+4028107;3791733;12,5807995;40,4695403;872701,760581306
-36;-5;12;1;0;2MASXJ12345124+1916595;3791735;12,5808935;19,2832638;881968,103920521
-39;-6;11;1;1;2MASXJ12345161+1631132;3791740;12,5810029;16,520253;932927,799828992
-28;-4;8;1;1;2MASXJ12345165+1602592;3791741;12,5810154;16,0498651;678713,67828447
-24;-3;29;1;1;PGC2361891;2361891;12,5810589;50,0697592;868947,534737911
-13;-2;22;1;1;NGC4547;41896;12,5810688;58,9167845;601806,190798005
-13;-2;22;1;1;2MASXJ12345243+5853512;3410259;12,5812138;58,897619;601779,047574367
-32;-4;22;1;0;PGC2052628;2052628;12,5816317;34,6613929;899803,515032191
-27;-4;34;1;1;PGC2389489;2389489;12,5821025;51,1651932;985824,335319157
-13;-2;23;1;1;2MASXJ12345642+5855542;3410257;12,5823289;58,9317812;607689,560936347
-24;-3;31;1;1;PGC2402628;2402628;12,5830711;51,9164141;905891,742278593
-26;-4;7;1;1;2MASXJ12345933+1548461;3791782;12,5831519;15,8128166;634199,199738762
-18;-2;29;1;1;2MASXJ12350037+5832512;3478837;12,5834442;58,5476169;787280,736843574
-33;-5;17;1;0;PGC1801995;1801995;12,5834677;27,2407839;862755,537787737
-11;-1;26;1;1;PGC3140322;3140322;12,5836036;66,3850883;652050,171686868
-16;-2;35;1;1;PGC2677977;2677977;12,5837436;65,4935049;880443,602536383
-34;-5;15;1;1;PGC1683166;1683166;12,5838999;23,1980833;860780,713062176
-36;-5;18;1;1;SDSSJ123502.53+264103.5;4332928;12,584031;26,6844076;935071,411572056
-11;-1;26;1;1;PGC041892;41892;12,5840748;66,3759604;657575,12845676
-31;-4;19;1;0;PGC1939930;1939930;12,5842061;31,2817289;839427,313676712
-40;-6;12;1;1;2MASXJ12350330+1633554;3791807;12,5842501;16,5653055;973679,792734559
-41;-6;12;1;1;SDSSJ123503.40+163257.0;4332940;12,5842827;16,5491746;989695,706779753
-34;-5;15;1;1;PGC1691536;1691536;12,5842843;23,6713743;858909,9080281
-26;-4;7;1;1;PGC165239;165239;12,5843456;15,7805558;636199,63014058
-25;-3;10;1;1;PGC1661219;1661219;12,5844372;21,9831554;634293,688805406
-13;-2;23;1;1;SDSSJ123503.99+585357.7;3410256;12,5844387;58,8993195;615447,393237154
-18;-2;29;1;1;SDSSJ123504.07+574651.4;3478847;12,5844621;57,7809288;781467,744410551
-29;-4;10;1;0;PGC089728;89728;12,5849176;19,1491769;721039,970627277
-42;-6;11;1;1;SDSSJ123506.58+151546.6;4105450;12,5851592;15,2630046;993623,188729027
-31;-4;14;1;1;SDSSJ123506.63+233610.6;5082035;12,5851778;23,6029711;790845,542509211
-36;-5;18;1;1;PGC1801255;1801255;12,5851885;27,2169511;925079,338997615
-27;-4;7;1;1;2MASXJ12350669+1529024;3791825;12,5851957;15,4840599;642106,604435511
-39;-6;11;1;1;2MASXJ12350719+1631574;3791829;12,5853326;16,5325623;934942,93286496
-26;-4;11;1;1;PGC1693827;1693827;12,5854162;23,7935366;665136,31926361
-33;-5;18;1;1;PGC1858224;1858224;12,5857436;29,1808348;876350,229331501
-33;-5;16;1;0;SDSSJ123508.97+262508.0;4332996;12,5858267;26,4189051;854938,226707692
-30;-4;21;1;1;SDSSJ123509.14+350829.9;4105454;12,5858737;35,141683;841296,789138313
-41;-6;12;1;1;2MASXJ12350949+1634174;3791844;12,5859677;16,571605;985851,260701356
-14;-2;29;1;0;PGC2648115;2648115;12,586107;63,0229535;748382,619471264
-33;-5;17;1;0;PGC1789688;1789688;12,5865152;26,8328208;848960,894980681
-14;-2;23;1;0;SDSSJ123511.51+585757.6;3410262;12,5865347;58,9659783;628910,638232384
-40;-6;12;1;1;PGC3090358;3090358;12,5865552;17,4164781;962015,128214595
-34;-5;15;1;1;PGC1692148;1692148;12,5866962;23,7047832;860836,924584669
-33;-5;17;1;0;SDSSJ123512.22+265754.7;4333040;12,5867283;26,9652779;853005,683612322
-40;-6;15;1;1;2MASXJ12351442+2057339;3791875;12,587331;20,9594438;977912,786779648
-38;-6;17;1;1;2MASXJ12351437+2415238;3791873;12,58733;24,2565128;972027,111059514
-27;-4;7;1;1;2MASXJ12351492+1520344;3791878;12,5874776;15,3430079;647807,532488148
-27;-4;16;1;0;PGC1901019;1901019;12,5874807;30,3689569;723091,197876123
-20;-3;37;1;1;PGC2623680;2623680;12,5877322;61,7380962;966579,715043501
-24;-3;29;1;1;PGC2357147;2357147;12,5879157;49,9110498;866699,744474598
-35;-5;14;1;0;PGC1656061;1656061;12,5880579;21,7330064;866444,071010922
-34;-5;15;1;1;PGC3089600;3089600;12,588058;23,7483316;856737,908318056
-21;-3;28;1;1;SDSSJ123517.17+524552.7;3402288;12,5881031;52,7646173;793155,379576975
-20;-3;22;1;0;PGC2286726;2286726;12,5883255;46,763646;684611,740539503
-31;-4;13;1;0;PGC1692424;1692424;12,5883687;23,7194194;777091,156516191
-17;-2;27;1;0;PGC2550974;2550974;12,5884452;56,8903334;748398,019384627
-32;-5;18;1;0;PGC1855779;1855779;12,5884972;29,10439;848972,899440593
-39;-6;17;1;1;SDSSJ123518.74+233020.3;4333135;12,5885392;23,5056165;981769,505623504
-29;-4;24;1;0;PGC2147841;2147841;12,5887478;39,3315395;860958,020494928
-38;-5;12;1;1;2MASXJ12352077+1720164;3791921;12,5891033;17,3380048;911442,054746001
-40;-6;16;1;1;PGC1654608;1654608;12,5891196;21,6611303;987706,739580026
-39;-6;12;1;1;SDSSJ123522.23+164526.9;4333185;12,5895137;16,7574967;940687,348832889
-40;-6;12;1;1;2MASXJ12352250+1633574;3791930;12,5895838;16,5660521;960382,062176007
-27;-4;14;1;1;SDSSJ123522.75+272852.1;4333198;12,5896587;27,4811675;694132,748870346
-40;-6;12;1;1;2MASXJ12352430+1635114;3791942;12,5900813;16,5864847;974044,264269135
-35;-5;14;1;0;PGC1656159;1656159;12,5901247;21,7373699;866386,429330286
-20;-3;37;1;1;SDSSJ123525.08+614530.9;3384341;12,5903021;61,7586382;966601,10903964
-41;-6;12;1;1;SDSSJ123525.17+163651.2;5088384;12,5903273;16,6142487;995216,557630392
-24;-3;18;1;0;PGC2096587;2096587;12,5906505;37,2635196;705638,725239261
-40;-6;11;1;1;SDSSJ123526.50+155048.9;4105485;12,5906986;15,8469742;950427,431169701
-29;-4;28;1;1;SDSSJ123526.67+435546.9;4002613;12,5907381;43,9297621;935244,037412844
-34;-5;15;1;1;PGC1693842;1693842;12,5909936;23,7947406;857057,984886673
-40;-6;15;1;1;PGC1639482;1639482;12,5911709;20,9531003;983840,0839152
-30;-4;21;1;1;PGC3088527;3088527;12,5914893;35,3548525;841293,614993994
-15;-2;27;1;0;SDSSJ123530.36+611215.4;3384349;12,5917687;61,2042848;711595,805055555
-40;-6;14;1;1;PGC3089984;3089984;12,5918724;19,7947745;991530,651986809
-22;-3;33;1;1;PGC2504574;2504574;12,5923213;55,5068776;913754,659612128
-32;-5;24;1;1;2MASXJ12353305+3651247;3791993;12,5925166;36,8568287;915661,682873306
-35;-5;19;1;1;PGC1842975;1842975;12,592612;28,6864385;909536,133417245
-34;-5;15;1;1;SDSSJ123533.58+234650.1;4333315;12,5926571;23,7806214;856723,110429438
-26;-4;14;1;1;PGC1811358;1811358;12,5926701;27,5496569;692323,446618603
-22;-3;15;1;1;PGC2044563;2044563;12,5927109;34,1439729;615104,477730805
-26;-4;26;1;1;PGC2256022;2256022;12,5928681;44,9631729;853199,186813445
-36;-5;18;1;1;SDSSJ123534.44+270342.0;4333322;12,5929006;27,0617449;929008,420380626
-36;-5;17;1;1;PGC1710291;1710291;12,5929767;24,5596794;927020,345275061
-20;-3;21;1;0;PGC2282544;2282544;12,593026;46,516046;682817,363213736
-30;-4;21;1;1;PGC2063045;2063045;12,593266;35,3414247;849089,226900657
-39;-6;12;1;1;SDSSJ123536.33+164023.9;4333347;12,5934301;16,6733501;948419,904909613
-34;-5;15;1;1;SDSSJ123536.35+234608.1;4333350;12,5934301;23,7689507;858979,220596584
-28;-4;12;1;1;PGC1678868;1678868;12,5935004;22,9514155;699926,533815084
-20;-3;37;1;1;PGC2623791;2623791;12,5937323;61,7433854;964439,322133958
-23;-3;15;1;1;PGC1972973;1972973;12,5937503;31,9579528;642264,483309444
-33;-5;17;1;0;PGC1789802;1789802;12,5939716;26,8368924;853038,91060611
-30;-4;21;1;1;SDSSJ123538.34+351948.3;4105510;12,5939848;35,3301135;841285,944244106
-27;-4;15;1;1;SDSSJ123540.12+285841.6;4333385;12,5944746;28,9781916;717390,445662131
-30;-4;22;1;0;2MASXJ12354046+3540595;3792025;12,5945732;35,683216;853097,600087955
-29;-4;26;1;0;PGC3087923;3087923;12,5946317;41,6995799;901842,761788007
-18;-2;31;1;1;SDSSJ123540.77+585535.9;3410219;12,5946563;58,9266152;825925,514815236
-33;-5;16;1;0;PGC1786299;1786299;12,5947746;26,721799;851241,162426251
-25;-4;10;1;0;PGC1676831;1676831;12,594827;22,8299289;638209,223660063
-24;-3;27;1;1;PGC2298831;2298831;12,5949649;47,4725532;837469,484162602
-30;-4;10;1;0;SDSSJ123542.42+190316.7;4333417;12,5951096;19,0546779;724916,795757251
-38;-6;17;1;1;PGC1709037;1709037;12,5951191;24,5101144;975818,598502168
-13;-2;23;1;1;2MASXJ12354409+5856461;3410224;12,5955863;58,9461536;609570,400259601
-24;-3;31;1;1;PGC2413082;2413082;12,5959672;52,3632238;899994,573314375
-35;-5;11;1;0;2MASXJ12354589+1701044;3792061;12,5960916;17,0177364;846971,079958603
-30;-4;21;1;1;2MASXJ12354601+3521585;3792063;12,5961109;35,3662538;841328,002833254
-33;-5;17;1;0;PGC1799219;1799219;12,5961687;27,1503237;854883,715423055
-27;-4;15;1;1;PGC1851485;1851485;12,5963439;28,9641458;709599,200669908
-40;-6;12;1;1;2MASXJ12354705+1627504;3792072;12,5964043;16,464041;954516,953002355
-33;-5;12;1;1;PGC1641895;1641895;12,5966238;21,0603862;810358,333963026
-32;-5;14;1;0;PGC1687037;1687037;12,5966448;23,4194973;804324,592994312
-28;-4;26;1;0;PGC2190513;2190513;12,5967378;41,9949407;888262,637370933
-30;-4;8;1;1;SDSSJ123548.76+152328.8;4105530;12,5968814;15,3912861;719188,814606431
-33;-5;27;1;0;SDSSJ123549.40+393229.0;4105534;12,5970598;39,5413427;983987,691887976
-22;-3;18;1;0;PGC2156576;2156576;12,5972634;39,8452442;661461,636852941
-38;-6;17;1;1;PGC1709125;1709125;12,5975939;24,5134084;973796,249326757
-41;-6;11;1;1;2MASXJ12355185+1536164;3792104;12,5977345;15,6045211;985507,138775362
-28;-4;28;1;1;PGC091211;91211;12,5978408;44,7020534;907804,973884368
-30;-4;8;1;1;PGC165247;165247;12,5979558;15,3731169;719136,822442091
-30;-4;22;1;0;PGC2071696;2071696;12,598004;35,8974309;849016,918698282
-14;-2;28;1;0;PGC2653559;2653559;12,5980411;63,3172803;728955,643821302
-22;-3;14;1;1;PGC142898;142898;12,5981667;31,7817633;605600,137179837
-35;-5;15;1;0;PGC1679178;1679178;12,5986241;22,9714601;870560,208698522
-29;-4;22;1;1;PGC2076782;2076782;12,5987636;36,2100536;845430,06231797
-35;-5;14;1;0;SDSSJ123556.05+213153.0;5081365;12,5989043;21,5314027;868647,633347009
-38;-6;17;1;1;SDSSJ123556.24+235548.6;4333577;12,5989596;23,9301766;962441,755198265
-22;-3;18;1;0;PGC2156438;2156438;12,5990256;39,8363789;655688,818703332
-37;-5;12;1;0;SDSSJ123556.65+182319.9;5088121;12,5990699;18,3888761;895748,94619353
-30;-4;16;1;1;PGC1857094;1857094;12,5996144;29,1462068;783269,814845398
-13;-2;22;1;1;PGC2586531;2586531;12,5996871;59,1053156;601782,705029139
-22;-3;33;1;1;PGC2504798;2504798;12,5997367;55,5129321;919334,672790042
-40;-6;12;1;1;2MASXJ12355972+1635333;3792147;12,599924;16,5926642;964005,041303223
-18;-2;29;1;1;2MASXJ12360084+5753230;3478947;12,6002273;57,8898331;781407,279530914
-35;-5;21;1;1;SDSSJ123601.32+304316.1;4333621;12,6003687;30,7211567;936683,713629764
-24;-3;31;1;1;PGC2417756;2417756;12,600582;52,5500224;901927,761542828
-29;-4;23;1;1;PGC2142323;2142323;12,6008989;39,0466641;856874,880311414
-39;-6;17;1;1;2MASXJ12360424+2414181;3792168;12,6011885;24,2382798;983934,094660689
-34;-5;14;1;1;PGC1666502;1666502;12,6013005;22,2562659;860779,361914009
-20;-3;35;1;0;2MASXJ12360484+5903070;3410226;12,6013464;59,0519699;929336,530557783
-40;-6;12;1;1;2MASXJ12360514+1632191;3792174;12,6014273;16,5386192;966146,615029312
-22;-3;15;1;1;PGC042014;42014;12,6014991;33,6198595;617246,196959503
-23;-3;32;1;1;PGC2454444;2454444;12,6015715;53,913048;903867,954313314
-24;-3;27;1;1;PGC2309462;2309462;12,601613;48,0471356;845525,218252129
-32;-5;21;1;1;PGC3088763;3088763;12,6016193;33,2133731;897857,439444191
-30;-4;22;1;0;PGC2077353;2077353;12,601746;36,2452649;849077,752821367
-10;-1;26;1;1;PGC3141349;3141349;12,6020509;68,5385312;650040,479363958
-27;-4;13;1;1;PGC1784836;1784836;12,6021514;26,6781009;690212,140196195
-16;-2;30;1;0;PGC2613112;2613112;12,6024645;61,1670127;791065,943560283
-32;-5;15;1;1;SDSSJ123609.17+250845.0;4333729;12,6025481;25,1457968;819984,605695667
-35;-5;14;1;0;SDSSJ123610.54+224007.2;4333743;12,6029225;22,66861;868713,593890116
-26;-4;13;1;0;PGC1785424;1785424;12,6030115;26,696091;684513,141443415
-21;-3;36;1;1;SDSSJ123611.26+590757.8;3410225;12,6031292;59,1327354;945162,433353352
-16;-2;27;1;0;PGC2574286;2574286;12,6033572;58,0800908;719480,611834973
-31;-5;28;1;1;PGC2176261;2176261;12,603413;41,1370263;968458,609708445
-34;-5;19;1;1;2MASXJ12361341+2910220;3792217;12,6037327;29,172734;893926,7143702
-33;-5;16;1;0;2MASXJ12361353+2638431;3792218;12,6037592;26,6454225;848922,482990205
-40;-6;12;1;1;2MASXJ12361467+1632561;3792229;12,6040817;16,5488378;952479,343318924
-29;-4;26;1;0;SDSSJ123615.04+421012.8;3550910;12,6041746;42,1702401;895993,602434209
-39;-6;12;1;1;SDSSJ123615.80+163535.0;4333793;12,6043909;16,5930383;948321,083480163
-22;-3;33;1;1;PGC042036;42036;12,6045952;55,0244765;911794,58235891
-19;-3;26;1;1;PGC2446216;2446216;12,6046275;53,6216242;730862,097461661
-41;-6;14;1;1;2MASXJ12361690+1942541;3792240;12,6046991;19,7150144;999215,727382782
-40;-6;12;1;1;SDSSJ123617.17+161421.3;4333807;12,6047705;16,2393006;968205,169016262
-41;-6;12;1;1;2MASXJ12361731+1622381;3792244;12,6048152;16,3773048;985525,232506508
-39;-6;12;1;1;SDSSJ123617.53+164820.8;4333811;12,6048769;16,8057584;950399,266980122
-40;-6;12;1;1;2MASXJ12361773+1624271;3792250;12,6049219;16,4074765;971938,106364408
-37;-5;10;1;1;SDSSJ123617.82+160423.6;4105579;12,6049485;16,073245;888048,896245189
-31;-5;30;1;1;PGC2223898;2223898;12,605333;43,5687992;999842,289544021
-35;-5;14;1;0;SDSSJ123619.50+212615.4;4333827;12,6054229;21,4376762;870514,054639276
-24;-3;31;1;1;SDSSJ123619.81+505822.5;4002637;12,6055047;50,9729224;903860,59684518
-31;-4;28;1;1;PGC139980;139980;12,6055937;42,5912096;960615,642843736
-25;-4;11;1;0;UGC07771;42032;12,6054193;23,1749885;643814,910427451
-16;-2;30;1;0;PGC2612717;2612717;12,605693;61,1441845;791093,908079008
-14;-2;24;1;1;SDSSJ123620.52+590546.3;4011629;12,6057014;59,0962184;632541,645530451
-34;-5;15;1;1;PGC1697096;1697096;12,6058075;23,968003;859002,686918902
-32;-5;28;1;0;PGC2172074;2172074;12,6061182;40,8635555;989962,38458368
-39;-6;11;1;1;2MASXJ12362239+1629481;3792282;12,606227;16,4966451;948312,504148058
-38;-6;11;1;1;2MASXJ12362475+1630491;3792295;12,6068817;16,513582;909489,466396377
-28;-4;25;1;0;SDSSJ123624.79+420055.2;3550918;12,6068898;42,0153076;872655,759642832
-29;-4;16;1;1;2MASXJ12362645+2916408;3792307;12,6073501;29,2781189;779249,182841173
-28;-4;16;1;1;SDSSJ123627.10+293535.8;4333907;12,6075327;29,5933114;758106,07297828
-24;-3;33;1;1;PGC2443480;2443480;12,6076698;53,5255946;936939,140859679
-17;-2;22;1;0;PGC2413792;2413792;12,608033;52,3929164;648023,357385233
-32;-5;29;1;1;PGC2202670;2202670;12,6080494;42,6216397;997664,010605964
-32;-5;29;1;1;PGC2198789;2198789;12,6082132;42,4327585;999817,107807068
-22;-3;33;1;1;PGC2492438;2492438;12,6083527;55,1559224;911765,479951024
-37;-5;11;1;1;2MASXJ12363072+1631195;3792333;12,6085327;16,5219904;886080,01106018
-25;-4;11;1;0;PGC042056;42056;12,6087149;23,4260254;642143,456370976
-25;-4;11;1;0;PGC1694177;1694177;12,609424;23,8119858;647844,078362098
-40;-6;12;1;1;SDSSJ123636.04+165229.7;5088420;12,6100138;16,8749376;954140,561270738
-12;-2;27;1;0;PGC2671702;2671702;12,6102271;64,7945131;696179,202397699
-39;-6;11;1;1;SDSSJ123637.08+163218.2;4334021;12,6103022;16,5384445;932994,819717595
-41;-6;12;1;1;SDSSJ123637.32+163351.8;4537589;12,610363;16,5644251;995209,749882029
-18;-3;26;1;1;PGC2469420;2469420;12,6104124;54,4310938;738619,02147087
-40;-6;12;1;1;2MASXJ12363760+1636305;3792371;12,6104543;16,608355;975748,409749931
-39;-6;12;1;1;2MASXJ12363774+1652195;3792373;12,6104826;16,8721662;948352,739600307
-17;-2;22;1;0;PGC2413849;2413849;12,6108101;52,3947239;650010,226809882
-35;-5;14;1;0;PGC1665738;1665738;12,6108228;22,2148022;878158,074704526
-24;-3;27;1;1;PGC2309689;2309689;12,6109038;48,0578946;841474,844080021
-31;-5;30;1;1;PGC2223496;2223496;12,6110713;43,5519019;995634,174406281
-17;-2;19;1;1;2MASXJ12364077+4751457;3550941;12,611317;47,8626159;603853,757108123
-17;-2;20;1;1;PGC2305991;2305991;12,6113174;47,8735886;607580,179815957
-31;-5;30;1;1;PGC2223180;2223180;12,6115159;43,5395927;999856,901750726
-38;-6;11;1;1;SDSSJ123642.28+162620.7;4334076;12,6117488;16,4391537;917333,176038078
-39;-6;12;1;1;2MASXJ12364248+1653485;3792405;12,6118081;16,8967354;944711,743564355
-31;-5;28;1;1;2MASXJ12364285+4214097;3550942;12,6118992;42,2360965;958497,743873381
-31;-5;30;1;1;PGC2225671;2225671;12,6119392;43,6440166;999853,170933943
-40;-6;14;1;1;2MASXJ12364310+1945403;3792410;12,6119642;19,7612107;987692,909933953
-34;-5;15;1;1;SDSSJ123643.20+231706.1;4334083;12,6120023;23,2850317;860773,95736376
-34;-5;14;1;1;PGC1667390;1667390;12,6120312;22,3021853;851179,116944696
-41;-6;13;1;1;SDSSJ123643.61+175446.0;4334089;12,6121147;17,9127973;997437,576683339
-34;-5;14;1;1;SDSSJ123643.76+222027.3;4334092;12,6121627;22,3408934;854897,141202613
-34;-5;19;1;1;PGC1847981;1847981;12,6124523;28,8527721;909581,66683362
-31;-5;30;1;1;PGC2225657;2225657;12,6125776;43,6435885;997767,646163618
-31;-5;29;1;0;SDSSJ123645.58+425612.1;3550944;12,6126648;42,9367145;981912,246281443
-28;-4;33;1;0;PGC2347317;2347317;12,6127343;49,5851457;995631,077366115
-29;-4;10;1;0;2MASXJ12364616+1903558;3792425;12,6128265;19,0651722;721125,932703746
-37;-6;11;1;0;2MASXJ12364664+1631545;3792429;12,6129593;16,5318639;884261,806623354
-40;-6;13;1;1;SDSSJ123646.73+182512.8;4334131;12,6129769;18,4202497;979611,518192416
-39;-6;14;1;1;SDSSJ123648.45+201524.3;4537591;12,6134553;20,2567303;966254,40197045
-39;-6;11;1;1;SDSSJ123649.43+164648.4;4334171;12,6137305;16,7800701;932918,476085742
-22;-3;33;1;1;PGC2503013;2503013;12,6137688;55,4630087;915795,465281338
-33;-5;17;1;0;SDSSJ123649.61+280321.6;4334172;12,6137843;28,0560203;856774,770736006
-42;-6;11;1;1;SDSSJ123651.32+150858.5;4105640;12,6142599;15,1495131;999507,8800535
-31;-5;29;1;0;2MASXJ12365152+4239246;3550953;12,6143087;42,6568283;968525,310795448
-39;-6;14;1;1;SDSSJ123652.12+201503.2;5083962;12,6144797;20,2508926;972042,552308643
-41;-6;11;1;1;2MASXJ12365250+1549445;3792459;12,614583;15,8291661;977910,9599448
-16;-2;21;1;1;SDSSJ123653.19+514211.6;3402246;12,6147742;51,703219;615170,521565366
-18;-2;29;1;1;SDSSJ123653.55+575551.6;3479034;12,6148771;57,9310415;781414,189329301
-36;-5;15;1;0;SDSSJ123655.42+225609.2;4334234;12,6153988;22,9358925;901651,641465785
-41;-6;11;1;1;2MASXJ12365647+1520154;3792482;12,6156915;15,337527;985405,948799387
-35;-5;14;1;0;PGC1663562;1663562;12,6158688;22,103643;872525,176263244
-41;-6;11;1;1;2MASXJ12365833+1555084;3792488;12,6161992;15,919027;981606,031454864
-41;-6;13;1;1;SDSSJ123658.64+180818.7;4334273;12,6162897;18,1384635;995254,620848677
-22;-3;34;1;1;SDSSJ123659.10+565029.4;3479039;12,6164138;56,841506;929323,459792322
-39;-6;17;1;1;SDSSJ123659.38+240716.6;5086285;12,6164948;24,121281;980091,125906608
-37;-6;22;1;0;2MASXJ12365939+3018455;3792495;12,6165015;30,3127031;999750,584381875
-35;-5;10;1;1;SDSSJ123659.61+165936.8;4334286;12,6165666;16,9936189;845150,831579777
-23;-3;33;1;0;PGC2470841;2470841;12,6166434;54,4782222;919691,980012463
-17;-2;29;1;1;2MASXJ12370051+5926100;3410236;12,6168174;59,4362193;781515,629362207
-26;-4;15;1;1;PGC1873619;1873619;12,6169229;29,6610144;705872,994932761
-23;-3;15;1;1;PGC1980617;1980617;12,6170416;32,1083234;642230,075072023
-36;-5;18;1;1;PGC1803266;1803266;12,6172365;27,2813094;925012,552728024
-40;-6;15;1;1;SDSSJ123702.50+212025.8;5082277;12,6173633;21,3405011;989762,824611222
-34;-5;14;1;1;PGC1666637;1666637;12,61739;22,263665;853052,041341417
-29;-4;29;1;1;PGC2228405;2228405;12,617427;43,7565919;945010,188982774
-31;-5;29;1;0;2MASXJ12370411+4249479;3550969;12,6178;42,8299077;984090,308583811
-39;-6;11;1;1;SDSSJ123704.12+162310.0;5087974;12,6178131;16,3861322;938643,086317761
-38;-6;11;1;1;SDSSJ123704.15+163535.7;5088151;12,6178199;16,5932691;926943,874546113
-32;-5;16;1;0;PGC1762205;1762205;12,6178215;26,0902829;837583,068453162
-41;-6;11;1;1;2MASXJ12370518+1526529;3792527;12,618109;15,4481078;979919,979206749
-33;-5;16;1;0;PGC1760893;1760893;12,6181278;26,0560206;847072,485743566
-35;-5;10;1;1;SDSSJ123705.72+170102.8;4334355;12,6182599;17,0173735;845214,578769368
-22;-3;20;1;0;2MASXJ12370582+4141314;3550972;12,6182862;41,6921167;680728,222874206
-31;-5;14;1;1;PGC1693589;1693589;12,618377;23,7808639;787001,717918967
-41;-6;11;1;1;2MASXJ12370649+1526099;3792530;12,6184676;15,4359978;985442,742749901
-30;-5;27;1;0;2MASXJ12370670+4151544;3792533;12,618525;41,8651317;940895,00961283
-41;-6;11;1;1;PGC165266;165266;12,6189801;15,4281334;977919,789709794
-42;-6;11;1;1;PGC165265;165265;12,6189966;15,1385244;993562,005769216
-12;-2;27;1;0;PGC2674459;2674459;12,6192131;65,0899088;692259,176843085
-21;-3;26;1;1;PGC2362511;2362511;12,6192654;50,0899258;771579,481940015
-10;-1;27;1;1;PGC3141371;3141371;12,6192968;68,6505519;655821,080817063
-22;-3;32;1;1;PGC2486861;2486861;12,6198572;54,9892568;882617,004904632
-18;-3;36;1;1;PGC2650212;2650212;12,6198778;63,1304752;933326,564208822
-35;-5;14;1;0;SDSSJ123711.91+221507.5;5082040;12,6199777;22,2521065;866471,807005321
-31;-5;22;1;1;SDSSJ123712.14+345559.2;4105673;12,6200382;34,9331684;886277,462745326
-41;-6;11;1;1;2MASXJ12371257+1522589;3792567;12,6201609;15,3830791;991439,672590173
-29;-4;22;1;1;PGC2097572;2097572;12,6201851;37,3048394;851244,104462484
-30;-5;27;1;0;PGC2187411;2187411;12,6202157;41,819089;942965,950587395
-41;-6;11;1;1;2MASXJ12371320+1523329;3792571;12,6203417;15,3924191;977862,855750081
-26;-4;22;1;0;PGC2150990;2150990;12,6206387;39,5070543;783378,876086342
-24;-4;31;1;1;SDSSJ123715.15+511317.1;3402243;12,6208774;51,2214649;909802,568593998
-33;-5;16;1;0;PGC1733771;1733771;12,6208916;25,3590146;851152,10859104
-24;-4;31;1;1;PGC2390117;2390117;12,6209962;51,2007727;901911,664013959
-39;-6;12;1;1;2MASXJ12371564+1700549;3792591;12,6210113;17,0152103;932964,513879717
-18;-3;23;1;0;PGC2387236;2387236;12,6210152;51,0367302;680779,541757511
-22;-3;34;1;1;PGC2551688;2551688;12,6210558;56,9129991;931352,245948842
-38;-6;11;1;1;SDSSJ123716.11+162624.5;4334471;12,6211506;16,4401271;909422,88881562
-28;-4;31;1;1;PGC2291954;2291954;12,6212562;47,0760457;954458,758086775
-20;-3;20;1;0;PGC2260036;2260036;12,6213651;45,1595062;659538,814897925
-30;-5;17;1;0;SDSSJ123717.62+285844.1;4537600;12,6215641;28,9789754;800548,093950856
-14;-2;36;1;1;PGC3141359;3141359;12,6219186;68,5917383;892346,451393336
-39;-6;11;1;1;SDSSJ123718.92+163342.7;4334508;12,6219239;16,5619008;940659,158680517
-21;-3;31;1;0;PGC2486331;2486331;12,6223304;54,9737898;874636,978054071
-29;-4;27;1;1;PGC2192391;2192391;12,622374;42,1001193;913636,885715546
-38;-6;17;1;1;PGC1708411;1708411;12,6224341;24,4862604;975890,92474851
-33;-5;12;1;1;PGC1635883;1635883;12,622473;20,7861906;818100,239089314
-24;-4;33;1;0;PGC2439051;2439051;12,622796;53,367341;933343,478418743
-29;-4;26;1;0;PGC2189382;2189382;12,6227974;41,9333218;905806,104166338
-19;-3;21;1;0;PGC2300518;2300518;12,6229424;47,5690382;648035,340395811
-29;-4;26;1;0;PGC2188675;2188675;12,6230052;41,8930107;899919,042055188
-29;-4;27;1;1;SDSSJ123723.57+423924.1;4002663;12,6232098;42,6566391;905753,368220019
