x;y;z;E;n;objname;pgc;al2000;de2000;r
-30;-24;19;1;0;SDSSJ143508.41+263124.8;4423235;14,5856713;26,5235896;991702,787498939
-27;-22;19;1;1;PGC1860880;1860880;14,5859617;29,2644575;915648,50727751
-29;-23;16;1;1;PGC1682634;1682634;14,5866533;23,1672914;936818,285645749
-22;-18;9;1;1;PGC1544327;1544327;14,586513;17,8833626;690243,726306856
-10;-8;26;1;0;PGC2638240;2638240;14,5871711;62,5244019;661713,45738211
-28;-23;21;1;1;PGC1873969;1873969;14,5875472;29,6707303;962340,881842574
-27;-22;10;1;0;PGC1501432;1501432;14,587554;16,1300836;839492,777345344
-11;-9;26;1;0;SDSSJ143516.57+601102.5;4004849;14,5879346;60,1840398;675201,274748049
-19;-15;16;1;1;PGC2047134;2047134;14,5872046;34,3054503;667392,695484854
-20;-16;13;1;1;SDSSJ143517.19+281421.4;4423337;14,5881126;28,2392981;661529,683247373
-22;-17;16;1;0;PGC1885146;1885146;14,5881821;29,9720635;734684,672084412
-30;-24;14;1;0;2MASXJ14351766+2037266;3829427;14,5882451;20,6240355;931133,13235536
-22;-18;9;1;1;PGC1543139;1543139;14,5882859;17,8391559;682702,72782304
-26;-21;10;1;0;SDSSJ143518.27+164611.0;4423350;14,5884066;16,7697661;810443,112578745
-30;-24;14;1;0;SDSSJ143518.44+195154.0;4423352;14,5884576;19,8650683;931135,750634164
-29;-23;20;1;0;2MASXJ14351904+2843497;3829434;14,5886269;28,7304213;966476,675539662
-25;-20;9;1;0;PGC1515656;1515656;14,5887812;16,7314864;773451,615915086
-22;-17;9;1;0;2MASXJ14352002+1750275;3829440;14,5888928;17,8409552;674963,046424473
-12;-10;27;1;0;SDSSJ143520.37+591421.7;3386061;14,5889904;59,2393821;725269,23005693
-23;-18;19;1;1;PGC2039843;2039843;14,5889943;33,8460832;808506,48031659
-26;-21;17;1;1;PGC1796369;1796369;14,5890359;27,0510948;870741,595123742
-23;-18;9;1;0;PGC1555439;1555439;14,5893249;18,2909453;707790,59044523
-24;-19;30;1;1;PGC2246108;2246108;14,5902032;44,5213884;976198,582997079
-22;-18;24;1;1;PGC3088033;3088033;14,5902972;40,5099532;861121,067227961
-15;-12;32;1;0;2MASXJ14352435+5756139;3386255;14,5900824;57,9373177;861156,226357246
-13;-10;22;1;1;PGC3087206;3087206;14,5905681;51,9640991;640423,897312278
-27;-22;20;1;1;PGC1900356;1900356;14,5906599;30,3524965;921635,975898727
-21;-17;32;1;1;SDSSJ143526.62+500757.1;3487729;14,5907294;50,1325858;960750,452612769
-23;-19;11;1;1;PGC3089903;3089903;14,5908652;21,0206751;731058,104300532
-22;-18;15;1;0;PGC1824591;1824591;14,5908891;28,0382985;736599,626366912
-30;-24;14;1;0;SDSSJ143527.26+204355.9;4423458;14,5909067;20,7321883;936745,728972795
-30;-24;19;1;0;PGC1780319;1780319;14,5912651;26,5486042;990094,853062802
-15;-12;32;1;0;PGC2581901;2581901;14,5908633;58,7107651;845628,904125422
-25;-20;19;1;1;PGC1895263;1895263;14,5913086;30,2252578;864799,506915221
-16;-13;33;1;1;PGC2560271;2560271;14,59187;57,2166944;892425,879204637
-24;-19;8;1;1;PGC1497975;1497975;14,5919776;15,9860658;734575,280542135
-23;-19;18;1;0;PGC3088998;3088998;14,5920195;31,4731588;812330,575308983
-12;-9;27;1;1;PGC3137198;3137198;14,5920882;60,2023778;703901,514359811
-22;-18;30;1;1;PGC2288632;2288632;14,5921576;46,8755132;954583,832689203
-20;-16;9;1;1;PGC1635786;1635786;14,5918026;20,7816251;624935,981041627
-15;-12;32;1;0;2MASXJ14353163+5754439;3386252;14,5921309;57,912249;870999,053173663
-25;-20;9;1;0;SDSSJ143532.18+160251.6;5090567;14,5922734;16,0476824;767711,11229307
-26;-21;18;1;0;PGC1841684;1841684;14,5923091;28,6413973;868953,262142548
-24;-19;19;1;1;PGC1952871;1952871;14,5923217;31,5558755;831984,422523574
-20;-16;9;1;1;PGC1573895;1573895;14,5926209;18,8998541;630479,895609869
-11;-9;27;1;0;PGC2609853;2609853;14,5928152;60,9704352;703901,067262438
-28;-23;22;1;0;PGC1938323;1938323;14,5928811;31,2456952;966463,721835087
-16;-13;36;1;1;2MASXJ14353491+5916579;3561350;14,593039;59,2828423;945262,776224483
-21;-17;32;1;1;PGC2365566;2365566;14,5931484;50,1900098;955015,192859568
-20;-16;21;1;0;PGC2146412;2146412;14,5935197;39,2570981;769919,014537768
-16;-13;36;1;1;2MASXJ14353673+5915279;99843;14,5935302;59,2578691;945268,974571021
-19;-16;13;1;1;PGC1835023;1835023;14,5938063;28,4123073;655732,900146657
-14;-11;22;1;0;2MASXJ14353680+5115233;3487747;14,5935633;51,2564372;648092,575714416
-28;-22;22;1;0;PGC1951595;1951595;14,5940592;31,5290175;964404,445007149
-27;-21;10;1;1;PGC1515574;1515574;14,5941022;16,7284457;820027,469507175
-25;-20;17;1;1;PGC1814607;1814607;14,5942367;27,6639351;839592,840340663
-22;-18;9;1;1;2MASXJ14354013+1753446;3829553;14,5944807;17,8956953;686285,16834106
-25;-20;19;1;1;PGC1893019;1893019;14,5945201;30,1690621;864833,446499788
-22;-18;24;1;1;PGC3088034;3088034;14,5945643;40,5297108;861120,796784247
-24;-19;29;1;1;SDSSJ143540.60+432905.4;3487756;14,5946159;43,4847773;978315,465887552
-22;-18;9;1;1;2MASXJ14354132+1755146;3829558;14,594812;17,9206511;684507,700819127
-24;-19;9;1;1;SDSSJ143541.93+161927.5;5088397;14,5949829;16,3243241;728823,262549424
-22;-18;30;1;1;SDSSJ143542.09+465045.8;4115391;14,595021;46,8461124;952983,441774769
-11;-9;26;1;0;PGC2601736;2601736;14,5951646;60,4068659;680864,87382063
-11;-9;25;1;1;PGC2602268;2602268;14,5951922;60,448119;657623,951800645
-11;-9;25;1;1;PGC2597726;2597726;14,5953586;60,077588;675171,836176196
-22;-17;15;1;1;SDSSJ143543.35+281022.7;4423666;14,5953732;28,1729755;723223,507069075
-17;-14;16;1;1;PGC2063175;2063175;14,595566;35,3500026;625037,96019987
-27;-22;10;1;0;2MASXJ14354426+1622536;3829584;14,5956249;16,3816582;835472,923407567
-13;-10;21;1;0;PGC2399788;2399788;14,5953735;51,7697059;623202,248525345
-22;-18;9;1;1;PGC1545384;1545384;14,5961997;17,9232275;688462,981232552
-23;-18;30;1;0;SDSSJ143546.62+451119.3;3487765;14,5962908;45,188704;956616,337163518
-23;-19;30;1;1;2MASXJ14354744+4509188;3487768;14,5965018;45,155384;972464,500129666
-26;-21;10;1;0;PGC1516365;1516365;14,5965136;16,7615686;808311,043679868
-25;-20;9;1;0;2MASXJ14354780+1645096;3829604;14,5966009;16,7526684;763758,838289886
-11;-9;26;1;0;SDSSJ143548.31+601826.0;3362930;14,5967501;60,3072445;684724,739986707
-12;-10;29;1;0;PGC2616749;2616749;14,5967602;61,3722273;764040,736434958
-23;-18;9;1;0;PGC1544086;1544086;14,5969384;17,8739345;703742,160129225
-24;-20;29;1;0;PGC3087845;3087845;14,5969497;42,5392194;976211,659728911
-21;-17;14;1;1;SDSSJ143549.14+281018.9;4544822;14,5969815;28,171933;709651,226456339
-25;-20;8;1;1;PGC1488159;1488159;14,5975476;15,5729562;754157,64322372
-22;-18;15;1;0;PGC1830872;1830872;14,5976244;28,2649638;742411,040653538
-15;-12;32;1;0;PGC2572053;2572053;14,5977414;57,8804124;851531,452139648
-17;-14;15;1;0;SDSSJ143552.31+341345.5;3561365;14,5978672;34,2292828;628892,769071969
-20;-16;9;1;1;SDSSJ143553.21+184719.7;5084398;14,5981146;18,7888278;638284,343081217
-17;-14;16;1;1;PGC101377;101377;14,5982797;35,2875007;625076,485449658
-28;-23;15;1;0;PGC1681532;1681532;14,598301;23,1052995;909695,520322722
-20;-16;13;1;1;PGC1836051;1836051;14,5979059;28,4494049;659486,923890731
-22;-18;15;1;0;PGC1827194;1827194;14,5987925;28,1313214;738548,130566292
-27;-21;10;1;1;PGC1517840;1517840;14,5992062;16,8230623;818212,572192356
-12;-9;27;1;1;SDSSJ143557.48+605159.4;3362928;14,5993019;60,8665193;721401,103374128
-28;-23;21;1;1;PGC1906322;1906322;14,5993226;30,5026421;960625,527607996
-21;-17;19;1;1;PGC2060531;2060531;14,599359;35,1723443;754318,97223138
-22;-17;15;1;1;SDSSJ143559.66+280710.2;4544823;14,5999041;28,1195338;725105,729668448
-22;-17;9;1;0;SDSSJ143600.35+175401.4;4423861;14,6001048;17,9003641;676794,4433555
-11;-9;26;1;0;PGC3137206;3137206;14,6001306;60,2176634;698403,073912392
-21;-17;9;1;1;PGC1556904;1556904;14,600074;18,3416332;667270,331292955
-16;-13;35;1;1;2MASXJ14355885+5846468;3386246;14,5996767;58,7797029;935425,786931495
-13;-11;22;1;0;PGC2398431;2398431;14,5994915;51,6924785;650087,728711495
-18;-14;35;1;1;PGC2538516;2538516;14,6004884;56,4928792;952946,270078408
-22;-18;24;1;1;SDSSJ143601.92+402847.0;4004863;14,6005372;40,4797148;864888,570061555
-11;-9;26;1;0;PGC2599510;2599510;14,6011714;60,2266049;680852,310905169
-25;-20;9;1;0;PGC1506219;1506219;14,6012365;16,3329191;767772,502557023
-11;-9;26;1;0;PGC3137314;3137314;14,6014993;60,4494309;690458,325157614
-20;-16;9;1;1;PGC1610782;1610782;14,6015872;19,938225;634382,335833632
-25;-20;19;1;1;PGC1896311;1896311;14,6015781;30,2510634;866655,126749264
-20;-16;9;1;1;PGC1582573;1582573;14,6015173;19,1603111;630504,446532948
-11;-9;25;1;1;PGC2598100;2598100;14,6020785;60,1075476;651819,767206138
-10;-8;26;1;0;PGC2637362;2637362;14,6022725;62,4803583;663418,613166208
-12;-10;22;1;0;2MASXJ14360702+5356472;3487806;14,6019525;53,9465049;617176,321693003
-22;-18;9;1;1;SDSSJ143609.69+175350.9;4423984;14,6026912;17,8974495;684543,828183914
-25;-21;12;1;1;PGC1631044;1631044;14,6026963;20,5749094;802699,115073535
-21;-17;32;1;1;PGC2375342;2375342;14,6028458;50,5188532;958736,92622711
-26;-21;21;1;1;PGC1944275;1944275;14,6028741;31,3772668;911728,391339469
-27;-22;22;1;1;PGC1995388;1995388;14,6030519;32,4055281;958568,589204318
-12;-10;29;1;0;PGC2613549;2613549;14,6031006;61,1906129;759989,979693287
-24;-19;29;1;1;2MASXJ14361119+4343169;3487811;14,6031157;43,7214825;968627,341996192
-20;-16;9;1;1;2MASXJ14361344+1922150;3829755;14,6037238;19,3707566;623027,712706277
-22;-18;15;1;0;PGC1824637;1824637;14,603803;28,0398668;744399,704255381
-24;-20;9;1;1;PGC1508346;1508346;14,6039918;16,4186619;754086,069616068
-20;-16;32;1;1;PGC2374062;2374062;14,6040528;50,4722336;948810,065996599
-24;-19;8;1;1;PGC1494159;1494159;14,6042244;15,8227532;740678,681062326
-23;-18;15;1;1;PGC1829366;1829366;14,6043312;28,2103043;760159,455533495
-21;-17;32;1;1;SDSSJ143615.67+494727.0;3506245;14,6043636;49,7908183;953014,370836279
-11;-9;24;1;1;PGC3137031;3137031;14,6043583;59,7531492;644112,446554741
-24;-20;9;1;1;2MASXJ14361625+1632500;3829785;14,6045162;16,547186;752120,488948505
-21;-17;9;1;1;PGC1560275;1560275;14,604535;18,4621994;669081,475978358
-24;-20;9;1;1;PGC1512758;1512758;14,6045673;16,6075377;756151,278068587
-21;-17;33;1;0;PGC2353437;2353437;14,6046259;49,7882949;980449,171350317
-24;-19;8;1;1;SDSSJ143618.06+153642.5;5092631;14,6050187;15,6118141;740388,30422466
-27;-22;17;1;0;PGC1783758;1783758;14,605041;26,6474917;880326,528716991
-11;-9;26;1;0;PGC2602699;2602699;14,6051581;60,4782256;676962,856884705
-25;-20;9;1;0;PGC1512100;1512100;14,6054467;16,5794357;769461,900893333
-22;-18;15;1;0;2MASXJ14362109+2803369;3829825;14,6058512;28,0602947;738536,199771794
-30;-24;16;1;0;PGC1675444;1675444;14,6059611;22,7473571;956469,836644643
-12;-9;27;1;1;SDSSJ143622.38+603508.7;3362908;14,6062208;60,5857588;715745,358016664
-24;-19;18;1;1;2MASXJ14362353+3022289;3829837;14,6065317;30,3748211;824027,495463222
-29;-23;16;1;1;2MASXJ14362456+2311180;3829843;14,6068385;23,1883896;915674,858848284
-24;-20;9;1;1;PGC1513214;1513214;14,6069949;16,6277646;754139,271368356
-11;-9;27;1;0;SDSSJ143626.27+605044.0;3362915;14,607299;60,8455443;698389,316269972
-25;-20;29;1;1;SDSSJ143627.19+413615.0;3561408;14,6075549;41,6041725;984219,299024335
-26;-21;10;1;0;PGC1525565;1525565;14,6076845;17,1389928;794720,204647008
-13;-10;20;1;1;SDSSJ143628.01+501443.1;3416527;14,6077881;50,2453663;601809,656066631
-11;-9;26;1;0;PGC2602572;2602572;14,6078159;60,4694599;675209,655540843
-11;-9;27;1;0;PGC2607202;2607202;14,6078729;60,808525;698374,005982592
-26;-21;10;1;0;SDSSJ143629.14+170234.4;4424209;14,608098;17,0428947;798528,74367078
-26;-21;27;1;1;SDSSJ143629.48+392403.4;3487846;14,6081922;39,4009234;982107,320961055
-25;-21;10;1;0;PGC1523571;1523571;14,6082299;17,0562291;788807,97815019
-22;-18;9;1;1;PGC1544693;1544693;14,6082759;17,8965734;682457,192332977
-21;-17;10;1;1;PGC1595267;1595267;14,6085014;19,5163753;676725,120961381
-19;-16;30;1;1;PGC2361329;2361329;14,608727;50,0494293;892404,342802366
-21;-17;24;1;1;2MASXJ14363181+4217385;3561416;14,6088289;42,2939253;828112,233972025
-26;-21;10;1;0;PGC1526085;1526085;14,6092681;17,1609914;793013,233249676
-25;-20;11;1;0;PGC1607563;1607563;14,6093791;19,8460841;792944,430708295
-22;-18;9;1;1;SDSSJ143633.32+180559.2;4424259;14,6092532;18,0997118;684522,499519501
-24;-19;13;1;0;SDSSJ143635.42+233351.5;4115500;14,6098365;23,5643778;767785,606888764
-25;-20;19;1;1;2MASXJ14363543+3043429;3829907;14,6098446;30,7285789;862939,482144339
-26;-21;18;1;0;SDSSJ143635.69+284036.6;5080516;14,6099148;28,6768589;866692,126488958
-17;-14;35;1;0;PGC2564883;2564883;14,6104942;57,4114239;941062,497377314
-13;-10;22;1;1;PGC2434344;2434344;14,6108105;53,1973986;632603,431617594
-28;-23;21;1;1;SDSSJ143639.52+302724.0;4424356;14,6109756;30,4567218;970268,7115089
-11;-9;26;1;0;PGC2601888;2601888;14,6111015;60,4171042;696269,464855764
-26;-21;17;1;1;PGC1793498;1793498;14,6111492;26,9551075;872677,938061308
-11;-9;27;1;0;2MASXJ14364124+6039395;3362910;14,6114549;60,6609491;706141,095561469
-15;-12;32;1;0;PGC2571426;2571426;14,6110373;57,8200911;859351,86616395
-20;-16;32;1;1;PGC2389225;2389225;14,6110037;51,1504144;947174,470039134
-22;-18;9;1;1;PGC1558358;1558358;14,6118185;18,3944512;692126,742859833
-17;-14;15;1;0;PGC2047202;2047202;14,6118642;34,3104336;620942,841551617
-11;-9;25;1;1;PGC3137128;3137128;14,6119062;60,0404502;669282,574610745
-21;-17;17;1;0;PGC1939613;1939613;14,6119157;31,2745791;744410,546648251
-23;-19;31;1;0;PGC2276844;2276844;14,6119812;46,1841965;997955,113652659
-15;-12;31;1;0;PGC2572138;2572138;14,6117183;57,887743;843757,501207668
-28;-23;15;1;0;SDSSJ143644.27+232859.4;4115523;14,6122961;23,4831753;896037,385305146
-17;-14;15;1;0;2MASXJ14364554+3411289;3561427;14,6126502;34,1913767;609517,199102176
-27;-22;10;1;0;2MASXJ14364629+1644109;3829969;14,6128701;16,7364428;839545,050024317
-15;-12;32;1;0;PGC2572318;2572318;14,6129354;57,9045551;855268,934238834
-17;-14;35;1;0;2MASXJ14364502+5720345;3829960;14,6125032;57,3428969;950944,763157615
-24;-19;19;1;1;2MASXJ14364693+3156439;3829971;14,6130299;31,9456529;822278,037776579
-14;-11;32;1;0;PGC2591568;2591568;14,6131273;59,5377414;839806,775279872
-11;-9;22;1;1;PGC2519511;2519511;14,6132321;55,936276;603941,63643859
-30;-24;14;1;0;PGC1630627;1630627;14,6133086;20,5578437;936855,153422833
-22;-17;9;1;0;IC4466;52228;14,6133662;18,3438034;674954,671752415
-21;-17;27;1;0;SDSSJ143648.32+445333.4;3487879;14,6134223;44,8926468;884600,610137531
-11;-9;26;1;0;PGC3137347;3137347;14,6136078;60,5251902;696263,712138135
-11;-9;27;1;0;PGC2605759;2605759;14,6136799;60,7082625;702055,121025619
-21;-17;8;1;0;PGC1518298;1518298;14,6140263;16,840067;663175,060020414
-13;-11;23;1;0;PGC3087144;3087144;14,614032;53,3857578;667507,452680424
-17;-14;15;1;0;PGC052230;52230;14,6140932;34,2927092;628905,819482391
-26;-21;19;1;1;PGC1865576;1865576;14,6141368;29,415217;886495,567196729
-22;-18;9;1;1;PGC1558394;1558394;14,6147376;18,3957531;678861,341519944
-21;-17;9;1;1;PGC1557696;1557696;14,614904;18,3706468;672894,554567521
-22;-17;9;1;0;PGC1559616;1559616;14,6150586;18,4374918;674952,953896654
-16;-13;33;1;1;SDSSJ143655.43+572845.5;3386451;14,6153954;57,4793482;888507,118544216
-27;-22;13;1;1;SDSSJ143656.30+212100.5;4424565;14,6156358;21,3501923;855030,079176513
-11;-9;26;1;0;PGC2602666;2602666;14,6157342;60,475883;696258,180768523
-26;-22;12;1;1;PGC1604686;1604686;14,61624;19,7650465;833720,797089977
-11;-9;29;1;0;PGC2653808;2653808;14,6163474;63,331648;754360,986375141
-26;-21;20;1;1;PGC1924814;1924814;14,6164895;30,9450256;892283,254856227
-11;-9;24;1;1;PGC2595108;2595108;14,6168751;59,8620833;648127,50042363
-13;-11;23;1;0;PGC2439995;2439995;14,617137;53,3995855;659640,51974357
-17;-14;35;1;0;2MASXJ14370244+5723046;3386121;14,617354;57,384762;948815,988971228
-13;-10;21;1;0;SDSSJ143701.86+513253.4;3487903;14,6171856;51,5481708;615292,42540169
-24;-19;19;1;1;PGC1952007;1952007;14,6173877;31,537377;831656,58696781
-23;-18;11;1;0;PGC1645733;1645733;14,6178273;21,2347453;724990,794633529
-27;-22;10;1;0;PGC1508203;1508203;14,6181635;16,412423;847211,725360766
-23;-19;31;1;0;PGC2276612;2276612;14,6181839;46,1710342;995707,889648864
-21;-17;15;1;0;PGC1830204;1830204;14,6181961;28,2407127;715625,00180389
-11;-9;27;1;0;PGC2614725;2614725;14,6182226;61,2562958;707985,888429674
-22;-18;8;1;0;PGC1530059;1530059;14,6178323;17,323612;680613,487119717
-24;-20;9;1;1;2MASXJ14370629+1633026;3830094;14,6184154;16,5507294;756139,31812545
-11;-9;26;1;0;PGC3137317;3137317;14,6184222;60,4529093;686595,519787249
-27;-22;15;1;0;PGC1686829;1686829;14,6184409;23,4065641;876443,964990541
-28;-23;16;1;1;PGC1689370;1689370;14,6186605;23,5528797;907714,626078532
-11;-9;26;1;0;PGC2605046;2605046;14,6189344;60,654066;684773,957570915
-12;-10;30;1;0;SDSSJ143708.28+610029.3;3363574;14,6189655;61,0080982;773781,875668109
-21;-17;32;1;1;PGC2351010;2351010;14,6190556;49,7083699;950948,621531374
-17;-14;32;1;1;SDSSJ143706.66+552211.5;3487912;14,6185168;55,3698704;888560,320768923
-28;-23;15;1;0;PGC1685808;1685808;14,61938;23,3462141;907787,073362181
-22;-18;9;1;1;2MASXJ14370996+1750557;3830116;14,6194316;17,8487642;682707,503529157
-15;-13;23;1;0;PGC2326117;2326117;14,6194988;48,806562;702042,410660839
-27;-22;18;1;1;PGC1833171;1833171;14,6196306;28,3440918;898057,955834822
-24;-19;18;1;1;PGC1899144;1899144;14,6196609;30,3218254;812366,158756474
-27;-22;14;1;0;PGC1676739;1676739;14,61986;22,8243273;862805,918280837
-11;-9;23;1;1;PGC2579849;2579849;14,6191624;58,5335683;623182,143066712
-28;-23;15;1;0;2MASXJ14371189+2332472;3830135;14,6199687;23,5465322;899966,670365077
-16;-13;23;1;0;PGC2313401;2313401;14,620115;48,2470425;715743,768142492
-12;-10;29;1;0;2MASXJ14371417+6127291;3363569;14,6206062;61,4580613;760295,553671172
-25;-20;29;1;1;SDSSJ143716.28+414621.2;3561459;14,6211935;41,7725695;985883,56386479
-22;-18;18;1;0;PGC1986459;1986459;14,621455;32,2208194;779380,126934884
-32;-26;11;1;1;SDSSJ143717.29+151537.5;4424817;14,6214732;15,2604454;978070,224685523
-27;-22;10;1;0;PGC1513729;1513729;14,6215512;16,6495617;837681,589056062
-19;-16;34;1;0;SDSSJ143717.16+534315.8;3487934;14,6214309;53,7210677;966647,21481421
-27;-22;20;1;1;SDSSJ143717.64+294040.6;4544630;14,6215597;29,6779418;911699,293156695
-29;-24;22;1;0;2MASXJ14371906+3009317;3830182;14,6219701;30,1589105;990044,017943194
-32;-26;11;1;1;2MASXJ14371956+1529548;3830185;14,622095;15,498555;978116,217082411
-11;-9;25;1;1;PGC052259;52259;14,6222146;59,801712;661638,207234181
-12;-9;26;1;1;PGC2588816;2588816;14,6222684;59,297242;694393,272149151
-27;-22;15;1;0;PGC1686506;1686506;14,6225002;23,3864555;880205,069932543
-13;-10;21;1;0;PGC2396986;2396986;14,6217649;51,6128565;623148,106089114
-32;-26;11;1;1;PGC1489515;1489515;14,6225092;15,6302716;978093,981807415
-28;-23;22;1;0;PGC1932448;1932448;14,6225891;31,117525;968188,315851779
-13;-11;23;1;0;PGC2441299;2441299;14,6226637;53,4455454;663400,652143143
-22;-18;9;1;1;PGC1540889;1540889;14,6227074;17,7589344;672933,953629036
-21;-17;24;1;1;PGC2194678;2194678;14,6237202;42,2248735;829914,636163672
-29;-23;21;1;1;2MASXJ14372553+3006107;3830230;14,6237632;30,1031051;984115,736327332
-20;-16;19;1;0;SDSSJ143725.83+363214.6;3561474;14,6238426;36,5373954;730911,672460125
-15;-13;33;1;0;2MASXJ14372569+5836466;3386244;14,6238047;58,6128891;888476,48141053
-29;-24;13;1;0;2MASXJ14372598+1926142;3830232;14,6238867;19,4372223;923090,203819094
-28;-23;21;1;1;PGC1890947;1890947;14,6241241;30,1177353;976117,089401105
-21;-17;16;1;1;PGC1922407;1922407;14,6241347;30,8898006;734682,809828151
-30;-24;15;1;1;PGC3089904;3089904;14,6243359;20,931654;946544,549388108
-26;-21;26;1;1;PGC2104367;2104367;14,6243759;37,5856231;974499,158462528
-28;-23;20;1;1;PGC1873946;1873946;14,6244686;29,670119;950738,830799658
-21;-17;11;1;0;SDSSJ143728.21+230034.5;4115631;14,6245022;23,0095655;686382,695834183
-11;-9;25;1;1;SDSSJ143728.38+594613.7;3362902;14,624553;59,7704897;657604,253956868
-12;-10;21;1;1;PGC2397721;2397721;14,6240997;51,6545981;603978,920452433
-29;-24;13;1;0;2MASXJ14373008+1926182;3830249;14,6250259;19,4384419;921175,927781548
-29;-23;21;1;1;PGC3089076;3089076;14,6253734;30,1109478;978160,386038088
-28;-23;21;1;1;PGC1864297;1864297;14,6255746;29,3756728;968153,614168053
-24;-20;9;1;1;PGC1515460;1515460;14,6257562;16,7236213;756120,900552953
-11;-9;26;1;0;PGC3086715;3086715;14,6259859;61,2047611;692615,251944015
-22;-18;9;1;1;PGC1544569;1544569;14,626061;17,891873;674940,714427461
-32;-27;11;1;1;PGC1477031;1477031;14,6260846;15,1643142;995437,240999582
-10;-8;26;1;0;PGC2654596;2654596;14,6261466;63,3765062;661694,48514297
-11;-9;26;1;0;2MASXJ14373525+6049531;3362914;14,626463;60,8313842;690478,958252295
-28;-23;21;1;1;SDSSJ143736.13+293006.4;4425067;14,6267014;29,5018833;964397,530014425
-19;-15;13;1;0;PGC1838763;1838763;14,6269463;28,5403015;640349,129609586
-13;-11;22;1;0;PGC2393060;2393060;14,6266067;51,3748323;646099,439669248
-33;-27;11;1;1;PGC1475940;1475940;14,6269896;15,1256295;999347,769791271
-29;-24;20;1;1;PGC1817724;1817724;14,627236;27,7779804;974347,985716696
-11;-9;28;1;1;SDSSJ143739.03+615836.5;3363590;14,6275041;61,9767736;731273,612275215
-25;-21;17;1;0;PGC1797323;1797323;14,6276983;27,0858819;841463,465358835
-14;-11;32;1;0;PGC2816104;2816104;14,6279431;59,5796785;837978,080899545
-25;-20;29;1;1;2MASXJ14374141+4234400;3561489;14,6281747;42,5777358;991816,651881175
-12;-10;27;1;0;PGC2587076;2587076;14,6281761;59,1491408;719537,903981259
-25;-21;27;1;0;PGC2149331;2149331;14,6284805;39,4128268;980385,662541257
-13;-10;20;1;1;PGC2388342;2388342;14,6285041;51,0992181;607664,883602575
-26;-21;26;1;1;PGC2105477;2105477;14,6287291;37,6299501;980368,565421467
-12;-10;26;1;1;2MASXJ14374405+5845266;3386284;14,6289164;58,7574069;694441,604058186
-12;-10;20;1;1;PGC2399164;2399164;14,6292594;51,7353815;601790,020072059
-26;-22;12;1;1;PGC1582093;1582093;14,6292924;19,1466273;827955,327377932
-27;-22;10;1;0;SDSSJ143745.83+164006.5;4425192;14,6294004;16,6685331;841361,335268044
-32;-27;12;1;1;PGC1500239;1500239;14,6295677;16,0808837;997668,974692618
-26;-21;17;1;1;SDSSJ143746.99+265829.6;4425211;14,6297213;26,9748532;866974,317322795
-24;-19;18;1;1;PGC1898174;1898174;14,6298951;30,2973133;812274,774453338
-20;-16;9;1;1;SDSSJ143748.68+195032.5;5086343;14,6301901;19,8423734;623025,12625157
-23;-19;19;1;0;PGC2010874;2010874;14,6302869;32,7524442;810576,444954208
-18;-15;12;1;1;PGC093803;93803;14,629391;28,0586561;617329,615867654
-13;-10;21;1;0;PGC2396311;2396311;14,6296346;51,5741041;617426,078595534
-16;-13;23;1;0;PGC2312860;2312860;14,6308676;48,2199489;715760,575741082
-29;-24;21;1;1;PGC1891947;1891947;14,6316197;30,1435603;985840,599444117
-12;-10;27;1;0;PGC3136742;3136742;14,6316894;59,1447194;730964,961499556
-28;-23;21;1;1;PGC1864464;1864464;14,6317609;29,3812807;964357,845886821
-21;-17;33;1;0;PGC2357219;2357219;14,6318246;49,9134106;976193,717325829
-11;-9;25;1;1;PGC2600255;2600255;14,6319948;60,2830027;657631,705530902
-30;-24;14;1;0;SDSSJ143755.51+204019.7;4425329;14,6320795;20,6721161;944888,369810345
-24;-19;9;1;1;PGC1500318;1500318;14,6321656;16,084012;736834,579520709
-21;-17;10;1;1;PGC1635146;1635146;14,6324185;20,7535132;680696,17956328
-20;-16;9;1;1;PGC1609482;1609482;14,6324703;19,900937;626625,515985662
-21;-17;8;1;0;PGC1538241;1538241;14,6326824;17,6595663;667037,63870458
-27;-22;23;1;0;SDSSJ143759.66+325332.8;4115704;14,6332388;32,8924615;964408,654181706
-12;-10;28;1;1;PGC2587103;2587103;14,6334764;59,1520134;736776,549692073
-32;-27;11;1;1;PGC1474861;1474861;14,6335358;15,0862877;991655,891616003
-20;-16;9;1;1;PGC1609886;1609886;14,6336719;19,9119332;623020,152360569
-28;-23;20;1;1;PGC1859733;1859733;14,6340575;29,2286161;964373,779272919
-11;-9;22;1;1;PGC2521682;2521682;14,6345444;55,9922474;605857,356167047
-26;-22;26;1;0;PGC2105610;2105610;14,6351492;37,6347915;990089,307159706
-30;-25;13;1;1;PGC1573301;1573301;14,635321;18,8797819;946498,762470648
-11;-9;26;1;0;PGC2614772;2614772;14,6357923;61,2590644;688637,871996313
-11;-9;25;1;1;PGC2594599;2594599;14,6358695;59,8192964;663397,482651792
-21;-18;8;1;1;PGC052302;52302;14,6356419;17,4510906;672918,536055513
-28;-23;20;1;1;SDSSJ143809.90+290233.0;5079205;14,6360841;29,0425109;964413,765371636
-25;-21;18;1;1;SDSSJ143810.75+281756.3;4425515;14,6363143;28,2989901;860998,303247502
-26;-21;21;1;1;PGC1951574;1951574;14,6364769;31,5284595;909821,361581379
-11;-9;26;1;0;PGC2604927;2604927;14,636734;60,6446391;692595,658516212
